texts,scores,class
"Had to censor cause this shot had me spinning. Playing fire tracks, while topless and exposing nipples, this sound like an all night party. But you may be a little high if you think Instagram is okay with photos that are this sexual.",0,0
"""Take it as a compliment, maybe you should smile more""",0,0
Perfection doesnt ex.... Please Tag Below! -------------------------------------,0,0
"One evening, I went to drop my father at the railway station. While on my way back to my car, I crossed a very large and scary looking man who told me I should be grateful he is letting me go. I was 28. Link in Bio to read more. - Maa Kali by Swaroop Roy - DeviantArt",0,0
Is it a or just a simple case of ???,0,0
"In the we desperately need !!! means nothing by itself. is only when are in true harmony, when of the is involved. , each one is !! !",0,0
"""We Are Not Paper Dolls,"" by Susana Youngsteadt. 18"" x 24"", acrylic, marker, crayon, collage.",0,0
"we honor one of the GREATEST Freedom Fighters ever, as we celebrate Black Women worldwide. We are very proud to participate in the Harriet Tubman Block Party. At the Omenala Griot Museum located at 337 Dargan Place Southwest, Atlanta, Georgia 30310 - is an all day festival dedicated to Harriet Tubman and Black Women worldwide. There will be presentations, demos, vendors and more! Come join the team & our super talented partner for an awesome event!  ",0,0
"Slut-shaming is the practice of criticizing people, especially women and girls, who are perceived to violate expectations of behavior and appearance regarding issues related to sexuality (definition from Wikipedia). An shaming a girl for having several bedpartners or wearing short clothes. I'm sure several of you are familiar with the term, and unfortunately with the practice as well. Slut-shaming is tied to sexual double standards, e.g. womxn can't sleep with too many people, while men can sleep with as much people they want. Society shames virgins as well (in my opinion viriginity is a social construct but that's a discussion for another time, to keep it simple virgin = someone who has not participated in any (consensual) sexual activity), for womxn it's a great thing to be, at least up until a certain age (let's say mid-twenties but I feel like that's a stretch already). For men it's absolutely not done to still be a virgin past a certain age. Wikipedia's definition of slut-shaming can encompass this shaming of virginity (past a certain age) but to me the word slut-shaming is more about shaming womxn for being 'overly' sexual than the opposite. I wouldn't really call it slut-shaming when people are shamed or criticized for not having sex or for dressing modestly, I'm not sure what to call it (virgin-shaming?) but I feel like these issues are ignored by not naming it (or grouping it with slut-shaming) . What are your thoughts on this, does a broad definition of slut-shaming suffice or should there be a distinction? What are you're experiences with slut- and 'virgin'-shaming? . . .",0,0
Is it sexist of a guy to refuse to commit to any woman his own age?,1,2
"Had to censor as Kylo Ren cause this shot had me feeling the force. Powerful chest, brooding attitude, and a couple exposed nipples. Adam, I know you're mastering the dark side but Sith nipples are still sexual!",0,0
Follow him- .patel .of.odisha Use hashtag - Keep support Mention us in ur story,0,0
Even a dog knows what no means,0,0
My mom says I look like this mug- I dont see the resemblance,0,0
Little bit of roll on the beach. March on London 31st Aug!!! DM snaps of you existing this summer!! - - - - -,0,0
"Noticing a lack of hashtags for , and even... brings nothing... is it taboo to be a sexual woman playing a part in the sexual revolution Instagram?! Really?!",0,0
One of the greatest teachings a parent can ever bestow on their child. .angelabassett,0,0
Picked up a Hot New Guy in Vienna!!! He's a bit older than me...but that's ok! ...........but haven't heard a thing from him since I got back!!......Prehistoric Bastard!! x,0,0
A real human being wrote this and that makes me feel sick. The world is disgusting. . . .,0,0
"Respect others and others will respect you.  Share your stories of casual sexism with us and well make them into original stickers*.  Also, check out our Instagram highlights to download our full set of gifs and stickers for Telegram.  *Selected stories will be made into original stickers",0,0
When I tell you I cackled...   DMs open  Follow .account  Discuss in comments  equity ~,0,0
Warming up for their scrimmage today. Warhorse Lacrosse with,0,0
"PRODUCT . Im hoping Pillow & Lucky fans will understand Im a realist and this just an observation of how the world is now and Im not attempting to offend anyone, but I cant call a Rose a Tulip and be honest. When we enter into this kind of business, you have to know its not always going to be a Bed or Roses. Some people will love you, some will hate you, even though none of them really know you. . HERES WHAT IT . The internet became a vast public space and everything went up for sale. . Photography & Video became childs play to create with just a cell phone. . The Social Norms changed with the possibility of Instant Fame, Celebrity & Money! . Now, all day long girls & women from 13 to 50 all over the World are Digitally Prostituting themselves posting naughty photos and asking for money in exchange. . Mind you, Im not complaining about it, far worse things are happening. . But when the Trolls come and they will and you start to demand respect, which you are entitled to as a human being .... REMEMBER, people dont always know how to separate the Person from the Product. . . . Pillow & Lucky is a cartoon series about hard life on the fringes of society. A ""do what it takes"" Blonde, a stray cat, their friendship, their hustle and their philosophies on life at street level. .",0,0
